image,word,confidence
page_003.png,রাগীব,96.0
page_003.png,আহসান,96.0
page_003.png,মূল্য,93.0
page_003.png,ঃ,88.0
page_003.png,ত্রিশ,95.0
page_003.png,টাকা,96.0
page_003.png,এ,41.0
page_003.png,44145,26.0
page_003.png,70976108811,71.0
page_003.png,78105181100,51.0
page_003.png,০0£,27.0
page_003.png,005856,56.0
page_003.png,1.ও,75.0
page_003.png,80105,46.0
page_003.png,718,46.0
page_003.png,7০৫৫,70.0
page_003.png,17:27518060,30.0
page_003.png,05,82.0
page_003.png,ব01:14017187া17080,10.0
page_003.png,41311,67.0
page_003.png,£00115150,6.0
page_003.png,185,65.0
page_003.png,87518,67.0
page_003.png,৮০৪05,0.0
page_003.png,10813,13.0
page_003.png,81716180658,28.0
page_003.png,চ11598,29.0
page_003.png,6০0101011,48.0
page_003.png,0106,68.0
page_003.png,1984,63.0
page_003.png,1106,0.0
page_003.png,৬%/.080738081.0017,0.0
page_004.png,মুখবন্ধ,82.0
page_004.png,বিখ্যাত,96.0
page_004.png,ফরাসী,92.0
page_004.png,লেখক,93.0
page_004.png,গুস্তাভ,68.0
page_004.png,ল1,68.0
page_004.png,বঁ-এর,64.0
page_004.png,বিখ্যাত,82.0
page_004.png,বই,95.0
page_004.png,79,21.0
page_004.png,গশে০৮:৫,0.0
page_004.png,অনেক,95.0
page_004.png,দিন,95.0
page_004.png,আগে,96.0
page_004.png,অনুবাদ,96.0
page_004.png,করে,96.0
page_004.png,স্বাধীনতার,90.0
page_004.png,প্রাক্কালে,86.0
page_004.png,বাংলা,95.0
page_004.png,একাডেমীতে,95.0
page_004.png,ছাপানোর,95.0
page_004.png,জন্য,29.0
page_004.png,জমা,84.0
page_004.png,দিয়েছিলাম,88.0
page_004.png,বাংলা,81.0
page_004.png,একাডেমী,93.0
page_004.png,অনুবাদটকে,90.0
page_004.png,ছাপানোর,96.0
page_004.png,জন্য,82.0
page_004.png,সর্বপ্রকার,92.0
page_004.png,প্রস্তুতি,93.0
page_004.png,যখন,91.0
page_004.png,নিপন্ন,78.0
page_004.png,করেছিল,95.0
page_004.png,ঠিক,96.0
page_004.png,সেই,94.0
page_004.png,মুহূর্তে,94.0
page_004.png,স্বাধীনতা,96.0
page_004.png,যুদ্ধ,66.0
page_004.png,শুরু,51.0
page_004.png,হওয়ায়,89.0
page_004.png,বইট,45.0
page_004.png,ছাপানে,15.0
page_004.png,হয়নি,90.0
page_004.png,বইটা,92.0
page_004.png,দশ/বারেো,37.0
page_004.png,বছর,96.0
page_004.png,আগে,96.0
page_004.png,অনুবাদ,95.0
page_004.png,করেছিলাম,95.0
page_004.png,এই,95.0
page_004.png,ভেবে,96.0
page_004.png,যে,96.0
page_004.png,বাংলাদেশে,95.0
page_004.png,রাজনৈতিক,95.0
page_004.png,কারণে,96.0
page_004.png,বিভিন্ন,96.0
page_004.png,সময়ে,95.0
page_004.png,বিভিন্ন,93.0
page_004.png,স্লপ,64.0
page_004.png,নিয়ে,87.0
page_004.png,গণ-জমায়েত,89.0
page_004.png,গড়ে,95.0
page_004.png,ওতে,80.0
page_004.png,প্রতিটি,88.0
page_004.png,গণ-জমায়েতের,90.0
page_004.png,ক্রিয়া-প্রতিক্রিয়াও,88.0
page_004.png,বহুমুখী,95.0
page_004.png,হয়ে,96.0
page_004.png,দেখা,93.0
page_004.png,দেয়,89.0
page_004.png,সে,96.0
page_004.png,কারণে,96.0
page_004.png,তারা,61.0
page_004.png,সমাজের,95.0
page_004.png,উপর,95.0
page_004.png,অনেক,95.0
page_004.png,বিচিত্র,96.0
page_004.png,প্রভাব,95.0
page_004.png,ফেলে,0.0
page_004.png,যা,60.0
page_004.png,কিছুটা,95.0
page_004.png,কখনো,95.0
page_004.png,কখনো,27.0
page_004.png,স্বষ্ট-ধমী,54.0
page_004.png,আবার,93.0
page_004.png,কথনো,70.0
page_004.png,বা,93.0
page_004.png,বিধ্বংসীমুখী,90.0
page_004.png,বাংলাদেশের,95.0
page_004.png,জনতাকে,96.0
page_004.png,রাজনৈতিক,95.0
page_004.png,প্রেক্ষাপটে,0.0
page_004.png,জানতে,96.0
page_004.png,হলে,95.0
page_004.png,এদেশের,95.0
page_004.png,নবীন,94.0
page_004.png,রাজনীতিকদের,94.0
page_004.png,সাধারণ,96.0
page_004.png,জনতার,93.0
page_004.png,মন-মানসিকতা,89.0
page_004.png,সম্বন্ধে,93.0
page_004.png,একটা,95.0
page_004.png,সম্যক,94.0
page_004.png,ধারণা,95.0
page_004.png,থাকতে,95.0
page_004.png,হবে,95.0
page_004.png,ভেবেই,91.0
page_004.png,ফরাসী,96.0
page_004.png,লেখক,93.0
page_004.png,ল1,29.0
page_004.png,ব-এর,53.0
page_004.png,বইট,90.0
page_004.png,অনুবাদ,95.0
page_004.png,করতে,96.0
page_004.png,অনুপ্রাণিত,96.0
page_004.png,হয়েছিলাম,8.0
page_004.png,জানি,95.0
page_004.png,না,95.0
page_004.png,এতে,95.0
page_004.png,করে,93.0
page_004.png,সমাঙ্গের,78.0
page_004.png,কি,95.0
page_004.png,উপকার,95.0
page_004.png,হবে,95.0
page_004.png,না,91.0
page_004.png,হবে,90.0
page_004.png,তবে,96.0
page_004.png,এতটুকু,95.0
page_004.png,বলতে,96.0
page_004.png,পারি,96.0
page_004.png,যে,93.0
page_004.png,এ-দেশের,90.0
page_004.png,অনেক,91.0
page_004.png,পাঠক-পাঠিকা,85.0
page_004.png,বইটা,95.0
page_004.png,পড়ে,96.0
page_004.png,জনতার,96.0
page_004.png,সত্যিকার,93.0
page_004.png,মন-মানসিকতা,86.0
page_004.png,যে,92.0
page_004.png,কিভাবে,95.0
page_004.png,বিভিন্ন,93.0
page_004.png,কারণে,95.0
page_004.png,বিভিন্ন,96.0
page_004.png,ধরনের,96.0
page_004.png,প্রতিক্রিয়া,84.0
page_004.png,ব্যক্ত,95.0
page_004.png,করে,95.0
page_004.png,থাকে,96.0
page_004.png,তার,96.0
page_004.png,একটা,87.0
page_004.png,সুন্দর,81.0
page_004.png,প্রতিবিদ্ব,80.0
page_004.png,দেখতে,95.0
page_004.png,পাবেন,95.0
page_004.png,এই,96.0
page_004.png,প্রত্যাশায়,95.0
page_004.png,বইটার,95.0
page_004.png,অনুবাদ,95.0
page_004.png,পাঠক,93.0
page_004.png,সম'জে,64.0
page_004.png,পরিবেষণ,89.0
page_004.png,করলাম,89.0
page_004.png,নূর,89.0
page_004.png,মোহাম্মদ,95.0
page_004.png,মিঞা,83.0
page_004.png,৬%/.080738081.0017,0.0
page_005.png,সুচীপঞ্জ,57.0
page_005.png,বিষয়,91.0
page_005.png,পৃষ্ঠা,85.0
page_005.png,প্রথম,96.0
page_005.png,পর্ব,81.0
page_005.png,১-৪৫,91.0
page_005.png,প্রথম,91.0
page_005.png,অধ্যায়/জনতার,88.0
page_005.png,সাধারণ,95.0
page_005.png,বৈশিষ্ট,60.0
page_005.png,১,94.0
page_005.png,দ্বিতীয়,93.0
page_005.png,অধ্যায়/জনত্ার,56.0
page_005.png,আবেগ,94.0
page_005.png,প্রবণতা,79.0
page_005.png,ও,93.0
page_005.png,নৈতিকত,61.0
page_005.png,বোধ,92.0
page_005.png,£,62.0
page_005.png,১০,71.0
page_005.png,তৃতীয়,93.0
page_005.png,অধ্যায়/জনতাব,88.0
page_005.png,চিন্তা-ভাবনা,78.0
page_005.png,বিচারবুদ্ধি,90.0
page_005.png,এবং,93.0
page_005.png,কন্থনা,0.0
page_005.png,শক্তি,84.0
page_005.png,৩০,84.0
page_005.png,চতুর্থ,90.0
page_005.png,অধ্যায়/জনতার,90.0
page_005.png,বিশ্বাস,96.0
page_005.png,ধর্মীয়,58.0
page_005.png,বিশ্বাসের,93.0
page_005.png,দঢ়মূল,30.0
page_005.png,৩৯,61.0
page_005.png,দ্বিতীয়,88.0
page_005.png,পর্ব,92.0
page_005.png,8৪৫,0.0
page_005.png,১০৯,0.0
page_005.png,প্রথম,93.0
page_005.png,অধ্যায়/জনতার,90.0
page_005.png,বিশ্বাস,93.0
page_005.png,নিমণণের,66.0
page_005.png,প্রস্তুতি-পর্ব,32.0
page_005.png,8১,74.0
page_005.png,দ্বিতীয়,93.0
page_005.png,অধ্যায়/জনতার,89.0
page_005.png,মতামতের,95.0
page_005.png,পেছনে,96.0
page_005.png,তাৎক্ষণিক,58.0
page_005.png,কারণাদি,90.0
page_005.png,৬১,87.0
page_005.png,তৃতীয়,77.0
page_005.png,অধ্যায়/জনতার,90.0
page_005.png,নেতারা,94.0
page_005.png,কিভাবে,96.0
page_005.png,জনতার,96.0
page_005.png,প্রভাব,96.0
page_005.png,বিস্তার,95.0
page_005.png,করে,95.0
page_005.png,৭৩,67.0
page_005.png,চতুর্থ,0.0
page_005.png,অধ্যায়/জনতার,64.0
page_005.png,বিশ্বাস,96.0
page_005.png,ও,96.0
page_005.png,মতামতের,93.0
page_005.png,ব্যতিক্রমের,43.0
page_005.png,সীমানাদি,89.0
page_005.png,৯৬,88.0
page_005.png,তৃতীয়,93.0
page_005.png,পব,0.0
page_005.png,১১১-১৫৯,90.0
page_005.png,প্রথম,93.0
page_005.png,অধ্যায়/জনতার,90.0
page_005.png,শ্রেণীভেদ,87.0
page_005.png,১১১,83.0
page_005.png,দ্বিতীয়,93.0
page_005.png,অধ্যায়/যাকে,90.0
page_005.png,অপরাধী,94.0
page_005.png,জনতা,95.0
page_005.png,বলে,96.0
page_005.png,ধরা,43.0
page_005.png,হয়ে,95.0
page_005.png,থাকে,96.0
page_005.png,১১৬,65.0
page_005.png,তৃতীয়অধ্যায়/ন্যায়নীতি,90.0
page_005.png,বজিত,43.0
page_005.png,জুরর,78.0
page_005.png,১২২,81.0
page_005.png,চ্তুর্থ,77.0
page_005.png,অধ্যায়/নির্বাটনী,66.0
page_005.png,জনত,90.0
page_005.png,১২৯,87.0
page_005.png,পঞ্চম,93.0
page_005.png,অধ্যায়/আইন,90.0
page_005.png,পরিষদ,95.0
page_005.png,১৪০,93.0
page_005.png,৬%/.080738081.0017,0.0
page_006.png,প্রথম,96.0
page_006.png,পর্ব,94.0
page_006.png,জন্নতার,9.0
page_006.png,মানগিকত,32.0
page_006.png,প্রথম,95.0
page_006.png,অধ্যায়,91.0
page_006.png,জনতার,95.0
page_006.png,সাধারণ,93.0
page_006.png,বৈশিষ্ট্য-চিন্তামূত্রের,81.0
page_006.png,মনস্তান্ত্বিক,61.0
page_006.png,বিধান,92.0
page_006.png,মনস্তার্বিক,0.0
page_006.png,দিক,96.0
page_006.png,থেকে,95.0
page_006.png,জনতা,95.0
page_006.png,বলতে,94.0
page_006.png,কি,93.0
page_006.png,ব্ঝায়--যে-কোন,19.0
page_006.png,জমায়েতকেই,60.0
page_006.png,জনতা,96.0
page_006.png,বলে,52.0
page_006.png,আখ্যায়িত,39.0
page_006.png,করা,70.0
page_006.png,চলে,92.0
page_006.png,না-যথন,49.0
page_006.png,কোন,93.0
page_006.png,জমায়েছের,71.0
page_006.png,প্রত্যেকটি,94.0
page_006.png,ব্যক্তির,75.0
page_006.png,চিন্তা,84.0
page_006.png,এবং,95.0
page_006.png,আবেগ,89.0
page_006.png,একটা,96.0
page_006.png,নির্দিষ্ট,85.0
page_006.png,খাতে,96.0
page_006.png,প্রবাহিত,94.0
page_006.png,হয়,96.0
page_006.png,এবং,96.0
page_006.png,সেই,95.0
page_006.png,সাথে,95.0
page_006.png,যখন,96.0
page_006.png,তাদের,95.0
page_006.png,প্রত্যেকের,96.0
page_006.png,একক,93.0
page_006.png,ব্যক্তিগত্ত'র,63.0
page_006.png,বিলুপ্তি,49.0
page_006.png,গটে--্নত,0.0
page_006.png,নিয়ত,92.0
page_006.png,প্রভাবিত,74.0
page_006.png,হয়,96.0
page_006.png,সে,95.0
page_006.png,সমস্ত,68.0
page_006.png,বিষয়,96.0
page_006.png,কর্তৃক,92.0
page_006.png,মেগুলি,86.0
page_006.png,সম্পর্কে,94.0
page_006.png,গে,73.0
page_006.png,পূর্ব-সচেতন,85.0
page_006.png,নয়--মন্তিক্েন,43.0
page_006.png,বিচারপপক্রিয়,6.0
page_006.png,থেমে,38.0
page_006.png,যায়,95.0
page_006.png,এবং,95.0
page_006.png,সে,93.0
page_006.png,গাখে,50.0
page_006.png,আবেগের,95.0
page_006.png,দিকটা,68.0
page_006.png,প্রাধান্য,32.0
page_006.png,পায়--যার,84.0
page_006.png,ফলে,92.0
page_006.png,বৃদ্ধিবত্ত,0.0
page_006.png,গৌণ,70.0
page_006.png,হগ্নে,63.0
page_006.png,পড়ে,95.0
page_006.png,এবং,93.0
page_006.png,আবেনের,67.0
page_006.png,পূর্ণ,89.0
page_006.png,পরিবত্তন,27.0
page_006.png,ঘটে,57.0
page_006.png,এই,92.0
page_006.png,পরিবতিত,91.0
page_006.png,মাণগিকতা,66.0
page_006.png,একক,91.0
page_006.png,লাজির,20.0
page_006.png,আবেনের,40.0
page_006.png,তুলনায়,93.0
page_006.png,ভান,95.0
page_006.png,বা,95.0
page_006.png,মন্দ,94.0
page_006.png,দুই-ই,94.0
page_006.png,হতে,91.0
page_006.png,পারে,90.0
page_006.png,জনতা,93.0
page_006.png,সূপখগানী,87.0
page_006.png,অখৰব,68.0
page_006.png,বিপথখগানী,56.0
page_006.png,হতে,92.0
page_006.png,পারে,89.0
page_006.png,সাধারণ,95.0
page_006.png,অর্থে,95.0
page_006.png,জনতা,95.0
page_006.png,বলতে,86.0
page_006.png,বুঝায়,82.0
page_006.png,এমন,96.0
page_006.png,একটি,93.0
page_006.png,গণজমায়েত,91.0
page_006.png,যেখানে,95.0
page_006.png,জাতীয়তা,94.0
page_006.png,পেশা,81.0
page_006.png,এবং,93.0
page_006.png,ন্ারীপুরুষ,55.0
page_006.png,নিবিশেষে,85.0
page_006.png,কতকগুলি,52.0
page_006.png,ব্যক্তির,93.0
page_006.png,যে-কোন,69.0
page_006.png,কারণে,96.0
page_006.png,একত্র,87.0
page_006.png,হওয়া,76.0
page_006.png,মনস্তাত্তিক,70.0
page_006.png,দৃষ্টিকোণ,89.0
page_006.png,থেকে,93.0
page_006.png,জনত,36.0
page_006.png,বলতে,96.0
page_006.png,সম্পূর্ণ,81.0
page_006.png,আলাদা,4.0
page_006.png,একটা,96.0
page_006.png,সত্তাকে,93.0
page_006.png,বুঝায়,90.0
page_006.png,একটা,96.0
page_006.png,সুনির্দিষ্ট,48.0
page_006.png,অবস্থার,96.0
page_006.png,প্রেক্ষিতে,81.0
page_006.png,এবং,96.0
page_006.png,কেবলমাত্র,57.0
page_006.png,সেই,93.0
page_006.png,প্রেক্ষিতেই,90.0
page_006.png,একটা,93.0
page_006.png,জমায়েতকে,88.0
page_006.png,জনত৷,87.0
page_006.png,বলা,85.0
page_006.png,যেতে,93.0
page_006.png,পারে-_যার,37.0
page_006.png,বৈনিট্য,75.0
page_006.png,যেসব,93.0
page_006.png,ব্াক্তিকে,46.0
page_006.png,নিয়ে,95.0
page_006.png,জনতার,93.0
page_006.png,স্ষ্ট,7.0
page_006.png,হচ্ছে,74.0
page_006.png,তাদের,36.0
page_006.png,থেকে,93.0
page_006.png,সপ্পূর্ণ,74.0
page_006.png,আলাদা,90.0
page_006.png,জনতার,94.0
page_006.png,মন,93.0
page_006.png,মানগিকৃতা,85.0
page_006.png,একই,95.0
page_006.png,খাতে,96.0
page_006.png,প্রবাহিত,95.0
page_006.png,হয়,95.0
page_006.png,এবং,96.0
page_006.png,যেখানে,93.0
page_006.png,প্রতোকের,88.0
page_006.png,নিজস্ব,88.0
page_006.png,বাক্তি,37.0
page_006.png,নিমজ্জিত,0.0
page_006.png,হয়,91.0
page_006.png,একটা,96.0
page_006.png,যৌথ,96.0
page_006.png,মানসিকতা,67.0
page_006.png,গড়ে,95.0
page_006.png,ওঠে,95.0
page_006.png,যদিও,95.0
page_006.png,সেট,63.0
page_006.png,সাময়িক,95.0
page_006.png,তবুও,58.0
page_006.png,একথা,93.0
page_006.png,সত্য,96.0
page_006.png,যে,96.0
page_006.png,এই,95.0
page_006.png,যৌথ,95.0
page_006.png,মানসিকতায়,91.0
page_006.png,স্তুপ্পষ্ট,0.0
page_006.png,একটা,96.0
page_006.png,চারিত্রিক,94.0
page_006.png,লক্ষণ,93.0
page_006.png,পরিনৃষ্ট,34.0
page_006.png,হয়,91.0
page_006.png,এই,96.0
page_006.png,ধরনের,93.0
page_006.png,জমনায়েতকে,41.0
page_006.png,বলা,0.0
page_006.png,যেতে,95.0
page_006.png,পারে,96.0
page_006.png,৬%/.080738081.0017,0.0
page_007.png,২,94.0
page_007.png,জনতা,66.0
page_007.png,নবীন,93.0
page_007.png,মানসিকতালন্ধ,85.0
page_007.png,একট,91.0
page_007.png,জনতা,79.0
page_007.png,এবং,94.0
page_007.png,তার,95.0
page_007.png,নিজস্ব,26.0
page_007.png,একটা,95.0
page_007.png,একক,96.0
page_007.png,সত্তার,95.0
page_007.png,স্থষ্ট,31.0
page_007.png,হয়,96.0
page_007.png,এবং,96.0
page_007.png,সেট,96.0
page_007.png,জনতার,95.0
page_007.png,বিশিষ্ট,95.0
page_007.png,মানসিক,91.0
page_007.png,ধাচেই,25.0
page_007.png,পরিচালিত,95.0
page_007.png,হয়,39.0
page_007.png,হঠাৎ,49.0
page_007.png,করে,43.0
page_007.png,বেশ,95.0
page_007.png,কিছু,96.0
page_007.png,সংখ্যক,96.0
page_007.png,লোক,95.0
page_007.png,এক,96.0
page_007.png,জায়গায়,96.0
page_007.png,হলেই,96.0
page_007.png,তার,96.0
page_007.png,জনতার,90.0
page_007.png,চারিত্রিক,91.0
page_007.png,লক্ষণ,96.0
page_007.png,সমৃদ্ধ,77.0
page_007.png,হয়,92.0
page_007.png,না,87.0
page_007.png,কোন,91.0
page_007.png,স্ুমিরদিষ্ট,29.0
page_007.png,উদ্দেশ্যবিহীন,65.0
page_007.png,অজন্র_-লোক,33.0
page_007.png,একত্র,94.0
page_007.png,হলেই,93.0
page_007.png,মনস্তাত্তিক,86.0
page_007.png,দৃষ্টিকোণ,92.0
page_007.png,থেকে,94.0
page_007.png,তাকে,94.0
page_007.png,জনতা,0.0
page_007.png,বল,48.0
page_007.png,চলে,93.0
page_007.png,না,91.0
page_007.png,কোন,96.0
page_007.png,জমায়েতকে,90.0
page_007.png,সত্যিকারের,80.0
page_007.png,জনতায়,91.0
page_007.png,নতায়,71.0
page_007.png,রূপাস্তরিত,89.0
page_007.png,হতে,96.0
page_007.png,হলে,96.0
page_007.png,তাকে,86.0
page_007.png,বিশেষ,96.0
page_007.png,কতকগুলি,72.0
page_007.png,প্রাকৃ-কারণাদি,15.0
page_007.png,সম্পন্ন,51.0
page_007.png,হতে,89.0
page_007.png,হবে,89.0
page_007.png,এই,91.0
page_007.png,কারণাদির,91.0
page_007.png,চারিত্রিক,96.0
page_007.png,বৈশিষ্ট্য,94.0
page_007.png,নিরূপণ,96.0
page_007.png,করা,87.0
page_007.png,প্রয়োজন,78.0
page_007.png,একট,78.0
page_007.png,গণ,92.0
page_007.png,জমায়েতকে,91.0
page_007.png,সজ্ঘবদ্ধ,57.0
page_007.png,জনতায়,90.0
page_007.png,পরিণত,95.0
page_007.png,হতে,95.0
page_007.png,হলে,96.0
page_007.png,উক্ত,67.0
page_007.png,জমায়েতের,91.0
page_007.png,প্রতিটি,67.0
page_007.png,ব্যক্তিতর্ন,10.0
page_007.png,নিজস্ব,93.0
page_007.png,ব্যক্তিসত্তা,88.0
page_007.png,নিমজ্জিত,81.0
page_007.png,হবে,96.0
page_007.png,এবং,93.0
page_007.png,তদস্থলে,63.0
page_007.png,জমায়েতের,90.0
page_007.png,মন-মানসিকতা,82.0
page_007.png,একটা,95.0
page_007.png,পৃথক,96.0
page_007.png,খাতে,95.0
page_007.png,প্রবাহিত,93.0
page_007.png,হবে,88.0
page_007.png,এটই,92.0
page_007.png,হচ্ছে,96.0
page_007.png,সুসংবদ্ধ,88.0
page_007.png,জনতা,96.0
page_007.png,গঠনের,96.0
page_007.png,পথে,95.0
page_007.png,মৌলিক,95.0
page_007.png,কারণ,69.0
page_007.png,৷,52.0
page_007.png,এখানে,96.0
page_007.png,বিশেষভাবে,96.0
page_007.png,উল্লেখযোগ্য,93.0
page_007.png,যে,96.0
page_007.png,কিছু,95.0
page_007.png,সংখ্যক,96.0
page_007.png,লোকের,93.0
page_007.png,স্বানিক,91.0
page_007.png,নৈকট্যই,35.0
page_007.png,জনতা,96.0
page_007.png,গঠনে,96.0
page_007.png,সহায়ক,93.0
page_007.png,নয়,91.0
page_007.png,হাজার,83.0
page_007.png,হাজার,16.0
page_007.png,বিচ্ছিন্ন,39.0
page_007.png,বঃক্তিও,86.0
page_007.png,একই,95.0
page_007.png,জনতার,92.0
page_007.png,পরিমণ্ডলতুক্ত,57.0
page_007.png,হতে,94.0
page_007.png,পারে,96.0
page_007.png,যদি,96.0
page_007.png,কি-না,92.0
page_007.png,এটু,74.0
page_007.png,পরিদষষ্ট,37.0
page_007.png,হয়,96.0
page_007.png,যে,96.0
page_007.png,কোন,95.0
page_007.png,একট,94.0
page_007.png,বিশেষ,95.0
page_007.png,কারণে,96.0
page_007.png,তারা,86.0
page_007.png,সমভাবে,96.0
page_007.png,পা,33.0
page_007.png,প্রভাবান্িত,0.0
page_007.png,স্বত,53.0
page_007.png,হয়েছে,85.0
page_007.png,যেমন,94.0
page_007.png,ধরুন,96.0
page_007.png,একটা,95.0
page_007.png,জাতীয়,90.0
page_007.png,ক্ষয়ক্ষতির,90.0
page_007.png,ঘটন)--এ,84.0
page_007.png,ধরনের,73.0
page_007.png,ক্ষেত্রে,96.0
page_007.png,যেকোন,91.0
page_007.png,ছুতায়,65.0
page_007.png,ভিত্তিতে,95.0
page_007.png,এ,89.0
page_007.png,বিপন্ন,89.0
page_007.png,ব্যক্তিবর্গ,94.0
page_007.png,তাদের,96.0
page_007.png,প্রতিক্রিয়ার,36.0
page_007.png,মাধ্যমে,95.0
page_007.png,একই,93.0
page_007.png,জনতায়,91.0
page_007.png,পরিণত,93.0
page_007.png,হয়,82.0
page_007.png,বর্ণিত,93.0
page_007.png,প্রেক্ষিতের,21.0
page_007.png,বিচারে,95.0
page_007.png,কোন,95.0
page_007.png,একটা,91.0
page_007.png,বিশেষ,96.0
page_007.png,মুহূর্তে,60.0
page_007.png,অর্ধ,95.0
page_007.png,ডজন,93.0
page_007.png,ব্যক্কি,30.0
page_007.png,মিলেও,89.0
page_007.png,সঠিক,95.0
page_007.png,অর্থে,95.0
page_007.png,জনতার,94.0
page_007.png,রূপ,82.0
page_007.png,নিতে,96.0
page_007.png,পারে,88.0
page_007.png,কিন্তু,90.0
page_007.png,অনেক,96.0
page_007.png,ক্ষেত্রে,93.0
page_007.png,বিন,71.0
page_007.png,উদ্দেষ্যে,88.0
page_007.png,হাজার,95.0
page_007.png,হাজার,96.0
page_007.png,লোক,96.0
page_007.png,একত্র,64.0
page_007.png,হলেও,96.0
page_007.png,তাকে,95.0
page_007.png,জনতা,95.0
page_007.png,বলে,95.0
page_007.png,অবহিত,31.0
page_007.png,করা,96.0
page_007.png,চলে,93.0
page_007.png,না,91.0
page_007.png,বিষয়টা,93.0
page_007.png,আরে৷,89.0
page_007.png,সহজ,91.0
page_007.png,করে,95.0
page_007.png,এভাবে,96.0
page_007.png,বলা,95.0
page_007.png,যেতে,96.0
page_007.png,পারে,95.0
page_007.png,যে,95.0
page_007.png,একট,88.0
page_007.png,দেশের,93.0
page_007.png,অধিবাপীরবপ্দপ,25.0
page_007.png,কোন,95.0
page_007.png,একটা,96.0
page_007.png,জমায়েতের,91.0
page_007.png,শরীক,88.0
page_007.png,না,95.0
page_007.png,হয়েও,95.0
page_007.png,একটা,92.0
page_007.png,বিশেষ,95.0
page_007.png,মানসিক,95.0
page_007.png,প্রক্রিয়ার,92.0
page_007.png,ভিত্তিতে,94.0
page_007.png,একটা,90.0
page_007.png,জনতায়,90.0
page_007.png,পরিণত,94.0
page_007.png,হতে,92.0
page_007.png,পারে,89.0
page_007.png,সঠিক,96.0
page_007.png,অর্থে,96.0
page_007.png,যদি,84.0
page_007.png,একটা,93.0
page_007.png,জনতা,91.0
page_007.png,দংগঠিত,90.0
page_007.png,হয়,95.0
page_007.png,তাইলে,87.0
page_007.png,ঝকতকলি,3.0
page_007.png,সুস্পষ্ট,15.0
page_007.png,চারি,91.0
page_007.png,ত্রিক,88.0
page_007.png,লক্ষণাদি,82.0
page_007.png,তার,96.0
page_007.png,মধ্যে,95.0
page_007.png,পরিলক্ষিত,93.0
page_007.png,হয়,89.0
page_007.png,জনতার,95.0
page_007.png,এই,95.0
page_007.png,মৌলিক,93.0
page_007.png,বৈনিষ্ট্যগুলির,66.0
page_007.png,পাশাপাশি,95.0
page_007.png,আরো,66.0
page_007.png,কিছু,95.0
page_007.png,বিশেষ,93.0
page_007.png,লক্ষণাদি,90.0
page_007.png,পরিচধৃষ্ট,25.0
page_007.png,হয়,55.0
page_007.png,যেগুলি,96.0
page_007.png,জনতার,93.0
page_007.png,সাংগঠনিক,92.0
page_007.png,উপাদানসমূহের,89.0
page_007.png,উপন্ন,50.0
page_007.png,নির্ভরশীল,0.0
page_007.png,এবং,95.0
page_007.png,এসব,91.0
page_007.png,গৌণবিশেষ,89.0
page_007.png,লক্ষণাদ,79.0
page_007.png,অনেক,96.0
page_007.png,সময়,96.0
page_007.png,জনতার,94.0
page_007.png,মানসিকতায়,67.0
page_007.png,কিছুটা,95.0
page_007.png,পরিবর্তন,95.0
page_007.png,আনতে,92.0
page_007.png,পারে,84.0
page_007.png,৬%/.080738081.0017,0.0
page_008.png,জনতা,94.0
page_008.png,৩,90.0
page_008.png,মনস্তাত্বিক,45.0
page_008.png,দিক,95.0
page_008.png,থেকে,96.0
page_008.png,সঠিক,96.0
page_008.png,জনতাকে,95.0
